Match_ID,Div,Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
5195,D2,2017,2018-04-16,Bielefeld,Erzgebirge Aue,-1,-1,H
5196,D2,2017,2017-10-16,Greuther Furth,Erzgebirge Aue,-1,-1,H
5197,D2,2017,2018-04-02,Regensburg,Erzgebirge Aue,-1,-1,H
5198,D2,2017,2017-10-30,St Pauli,Erzgebirge Aue,-1,-1,H
5199,D2,2017,2017-09-21,Kaiserslautern,Erzgebirge Aue,-1,-1,H
5200,D2,2017,2017-08-21,Braunschweig,Erzgebirge Aue,-1,-1,H
5201,D2,2017,2018-04-30,Bochum,Erzgebirge Aue,-1,-1,H
5202,D2,2017,2018-02-05,Nurnberg,Erzgebirge Aue,-1,-1,H
5203,D2,2017,2018-05-13,Darmstadt,Erzgebirge Aue,-1,-1,H
5204,D2,2017,2018-02-19,Kiel,Erzgebirge Aue,-1,-1,H
5205,D2,2017,2018-01-25,Fortuna Dusseldorf,Erzgebirge Aue,-1,-1,H
5206,D2,2017,2018-02-05,Kiel,Regensburg,-1,-1,H
5207,D2,2017,2017-07-31,Bielefeld,Regensburg,-1,-1,H
5208,D2,2017,2017-10-02,Sandhausen,Regensburg,-1,-1,H
5209,D2,2017,2017-11-20,St Pauli,Regensburg,-1,-1,H
5210,D2,2017,2018-02-19,Dresden,Regensburg,-1,-1,H
5211,D2,2017,2018-01-25,Nurnberg,Regensburg,-1,-1,H
5212,D2,2017,2018-05-13,Bochum,Regensburg,-1,-1,H
5213,D2,2017,2018-03-19,Union Berlin,Regensburg,-1,-1,H
5214,D2,2017,2018-04-30,Duisburg,Regensburg,-1,-1,H
5215,D2,2017,2017-12-04,Darmstadt,Regensburg,-1,-1,H
5216,D2,2017,2018-04-09,Kaiserslautern,Regensburg,-1,-1,H
5217,D2,2017,2017-09-11,Heidenheim,Regensburg,-1,-1,H
5218,D2,2017,2017-08-21,Ingolstadt,Regensburg,-1,-1,H
5219,D2,2017,2017-10-23,Erzgebirge Aue,Regensburg,-1,-1,H
5220,D2,2017,2018-03-05,Braunschweig,Regensburg,-1,-1,H
5221,D2,2017,2018-04-16,Greuther Furth,Regensburg,-1,-1,H
5222,D2,2017,2017-09-21,Fortuna Dusseldorf,Regensburg,-1,-1,H
5223,D1,2017,2017-08-20,Hamburg,Augsburg,-1,-1,H
5224,D1,2017,2017-11-19,Bayern Munich,Augsburg,-1,-1,H
5225,D1,2017,2018-02-26,Dortmund,Augsburg,-1,-1,H
5226,D1,2017,2017-09-24,Stuttgart,Augsburg,-1,-1,H
5227,D1,2017,2017-10-29,Werder Bremen,Augsburg,-1,-1,H
5228,D1,2017,2018-01-29,FC Koln,Augsburg,-1,-1,H
5229,D1,2017,2017-12-03,Mainz,Augsburg,-1,-1,H
5230,D1,2017,2017-10-15,Hoffenheim,Augsburg,-1,-1,H
5231,D1,2017,2018-05-12,Freiburg,Augsburg,-1,-1,H
5232,D1,2017,2018-04-02,Leverkusen,Augsburg,-1,-1,H
5233,D1,2017,2017-12-13,Schalke 04,Augsburg,-1,-1,H
5234,D1,2017,2018-01-22,M'gladbach,Augsburg,-1,-1,H
5235,D1,2017,2018-04-16,Wolfsburg,Augsburg,-1,-1,H
5236,D1,2017,2018-02-12,RB Leipzig,Augsburg,-1,-1,H
5237,D1,2017,2017-09-17,Ein Frankfurt,Augsburg,-1,-1,H
5238,D1,2017,2018-04-30,Hertha,Augsburg,-1,-1,H
5239,D1,2017,2018-03-12,Hannover,Augsburg,-1,-1,H
5240,D1,2017,2017-09-20,Mainz,Hoffenheim,-1,-1,H
5241,D1,2017,2017-11-27,Hamburg,Hoffenheim,-1,-1,H
5242,D1,2017,2018-04-23,RB Leipzig,Hoffenheim,-1,-1,H
5243,D1,2017,2017-12-10,Hannover,Hoffenheim,-1,-1,H
5244,D1,2017,2017-12-17,Dortmund,Hoffenheim,-1,-1,H
5245,D1,2017,2018-05-05,Stuttgart,Hoffenheim,-1,-1,H
5246,D1,2017,2017-10-22,Wolfsburg,Hoffenheim,-1,-1,H
5247,D1,2017,2018-03-18,M'gladbach,Hoffenheim,-1,-1,H
5248,D1,2017,2018-01-15,Werder Bremen,Hoffenheim,-1,-1,H
5249,D1,2017,2018-02-19,Schalke 04,Hoffenheim,-1,-1,H
5250,D1,2017,2018-01-29,Bayern Munich,Hoffenheim,-1,-1,H
5251,D1,2017,2018-03-05,Augsburg,Hoffenheim,-1,-1,H
5252,D1,2017,2017-10-01,Freiburg,Hoffenheim,-1,-1,H
5253,D1,2017,2018-02-05,Hertha,Hoffenheim,-1,-1,H
5254,D1,2017,2017-11-05,FC Koln,Hoffenheim,-1,-1,H
5255,D1,2017,2018-04-09,Ein Frankfurt,Hoffenheim,-1,-1,H
5256,D1,2017,2017-08-27,Leverkusen,Hoffenheim,-1,-1,H
5257,D2,2017,2017-11-06,Nurnberg,Ingolstadt,-1,-1,H
5258,D2,2017,2018-05-06,Braunschweig,Ingolstadt,-1,-1,H
5259,D2,2017,2017-08-28,Greuther Furth,Ingolstadt,-1,-1,H
5260,D2,2017,2018-02-12,Erzgebirge Aue,Ingolstadt,-1,-1,H
5261,D2,2017,2017-09-25,Bochum,Ingolstadt,-1,-1,H
5262,D2,2017,2018-04-02,Heidenheim,Ingolstadt,-1,-1,H
5263,D2,2017,2017-10-16,Dresden,Ingolstadt,-1,-1,H
5264,D2,2017,2017-10-30,Bielefeld,Ingolstadt,-1,-1,H
5265,D2,2017,2017-12-11,Kaiserslautern,Ingolstadt,-1,-1,H
5266,D2,2017,2018-02-26,Duisburg,Ingolstadt,-1,-1,H
5267,D2,2017,2018-04-23,Fortuna Dusseldorf,Ingolstadt,-1,-1,H
5268,D2,2017,2017-11-27,Kiel,Ingolstadt,-1,-1,H
5269,D2,2017,2017-08-07,Sandhausen,Ingolstadt,-1,-1,H
5270,D2,2017,2017-09-17,St Pauli,Ingolstadt,-1,-1,H
5271,D2,2017,2018-03-12,Darmstadt,Ingolstadt,-1,-1,H
5272,D2,2017,2017-12-18,Union Berlin,Ingolstadt,-1,-1,H
5273,D2,2017,2018-01-29,Regensburg,Ingolstadt,-1,-1,H
5274,D2,2017,2017-12-04,Kiel,Fortuna Dusseldorf,-1,-1,H
5275,D2,2017,2017-10-16,Bielefeld,Fortuna Dusseldorf,-1,-1,H
5276,D2,2017,2018-02-26,Regensburg,Fortuna Dusseldorf,-1,-1,H
5277,D2,2017,2018-05-13,Nurnberg,Fortuna Dusseldorf,-1,-1,H
5278,D2,2017,2017-08-28,Sandhausen,Fortuna Dusseldorf,-1,-1,H
5279,D2,2017,2018-04-02,Darmstadt,Fortuna Dusseldorf,-1,-1,H
5280,D2,2017,2017-09-25,St Pauli,Fortuna Dusseldorf,-1,-1,H
5281,D2,2017,2017-12-18,Braunschweig,Fortuna Dusseldorf,-1,-1,H
5282,D2,2017,2018-01-29,Kaiserslautern,Fortuna Dusseldorf,-1,-1,H
5283,D2,2017,2018-02-12,Union Berlin,Fortuna Dusseldorf,-1,-1,H
5284,D2,2017,2017-09-17,Greuther Furth,Fortuna Dusseldorf,-1,-1,H
5285,D2,2017,2018-04-30,Dresden,Fortuna Dusseldorf,-1,-1,H
5286,D2,2017,2018-04-16,Heidenheim,Fortuna Dusseldorf,-1,-1,H
5287,D2,2017,2017-10-30,Bochum,Fortuna Dusseldorf,-1,-1,H
5288,D2,2017,2017-08-07,Erzgebirge Aue,Fortuna Dusseldorf,-1,-1,H
5289,D2,2017,2017-11-20,Ingolstadt,Fortuna Dusseldorf,-1,-1,H
5290,D2,2017,2018-03-12,Duisburg,Fortuna Dusseldorf,-1,-1,H
5291,D2,2017,2018-04-30,Heidenheim,Sandhausen,-1,-1,H
5292,D2,2017,2018-05-13,Bielefeld,Sandhausen,-1,-1,H
5293,D2,2017,2018-02-19,Kaiserslautern,Sandhausen,-1,-1,H
5294,D2,2017,2018-04-16,Duisburg,Sandhausen,-1,-1,H
5295,D2,2017,2018-01-25,Ingolstadt,Sandhausen,-1,-1,H
5296,D2,2017,2018-03-12,Regensburg,Sandhausen,-1,-1,H
5297,D2,2017,2018-02-26,Union Berlin,Sandhausen,-1,-1,H
5298,D2,2017,2017-09-25,Erzgebirge Aue,Sandhausen,-1,-1,H
5299,D2,2017,2017-10-16,Bochum,Sandhausen,-1,-1,H
5300,D2,2017,2018-02-05,Fortuna Dusseldorf,Sandhausen,-1,-1,H
5301,D2,2017,2018-04-02,St Pauli,Sandhausen,-1,-1,H
5302,D2,2017,2017-12-04,Nurnberg,Sandhausen,-1,-1,H
5303,D2,2017,2017-09-11,Braunschweig,Sandhausen,-1,-1,H
5304,D2,2017,2017-08-21,Dresden,Sandhausen,-1,-1,H
5305,D2,2017,2017-07-31,Kiel,Sandhausen,-1,-1,H
5306,D2,2017,2017-11-20,Darmstadt,Sandhausen,-1,-1,H
5307,D2,2017,2017-10-30,Greuther Furth,Sandhausen,-1,-1,H
5308,D2,2017,2018-01-29,St Pauli,Darmstadt,-1,-1,H
5309,D2,2017,2017-08-07,Kaiserslautern,Darmstadt,-1,-1,H
5310,D2,2017,2017-11-06,Braunschweig,Darmstadt,-1,-1,H
5311,D2,2017,2018-04-23,Sandhausen,Darmstadt,-1,-1,H
5312,D2,2017,2017-08-28,Duisburg,Darmstadt,-1,-1,H
5313,D2,2017,2018-02-19,Bielefeld,Darmstadt,-1,-1,H
5314,D2,2017,2018-04-09,Kiel,Darmstadt,-1,-1,H
5315,D2,2017,2018-02-12,Bochum,Darmstadt,-1,-1,H
5316,D2,2017,2017-12-11,Erzgebirge Aue,Darmstadt,-1,-1,H
5317,D2,2017,2018-05-06,Regensburg,Darmstadt,-1,-1,H
5318,D2,2017,2018-03-05,Dresden,Darmstadt,-1,-1,H
5319,D2,2017,2017-10-02,Ingolstadt,Darmstadt,-1,-1,H
5320,D2,2017,2018-03-19,Nurnberg,Darmstadt,-1,-1,H
5321,D2,2017,2017-09-21,Heidenheim,Darmstadt,-1,-1,H
5322,D2,2017,2017-12-18,Greuther Furth,Darmstadt,-1,-1,H
5323,D2,2017,2017-10-23,Fortuna Dusseldorf,Darmstadt,-1,-1,H
5324,D2,2017,2017-11-27,Union Berlin,Darmstadt,-1,-1,H
5325,D2,2017,2018-02-26,Darmstadt,Heidenheim,-1,-1,H
5326,D2,2017,2017-11-06,Fortuna Dusseldorf,Heidenheim,-1,-1,H
5327,D2,2017,2017-12-18,Erzgebirge Aue,Heidenheim,-1,-1,H
5328,D2,2017,2017-10-23,Ingolstadt,Heidenheim,-1,-1,H
5329,D2,2017,2018-02-12,Regensburg,Heidenheim,-1,-1,H
5330,D2,2017,2017-11-27,Sandhausen,Heidenheim,-1,-1,H
5331,D2,2017,2018-03-12,Dresden,Heidenheim,-1,-1,H
5332,D2,2017,2018-04-09,Nurnberg,Heidenheim,-1,-1,H
5333,D2,2017,2017-08-28,St Pauli,Heidenheim,-1,-1,H
5334,D2,2017,2018-05-06,Kaiserslautern,Heidenheim,-1,-1,H
5335,D2,2017,2017-09-25,Bielefeld,Heidenheim,-1,-1,H
5336,D2,2017,2017-09-17,Bochum,Heidenheim,-1,-1,H
5337,D2,2017,2018-04-23,Union Berlin,Heidenheim,-1,-1,H
5338,D2,2017,2017-08-07,Braunschweig,Heidenheim,-1,-1,H
5339,D2,2017,2018-01-29,Duisburg,Heidenheim,-1,-1,H
5340,D2,2017,2017-12-11,Greuther Furth,Heidenheim,-1,-1,H
5341,D2,2017,2018-03-19,Kiel,Heidenheim,-1,-1,H
5342,D1,2017,2018-04-16,Werder Bremen,RB Leipzig,-1,-1,H
5343,D1,2017,2018-02-05,M'gladbach,RB Leipzig,-1,-1,H
5344,D1,2017,2018-04-30,Mainz,RB Leipzig,-1,-1,H
5345,D1,2017,2017-10-01,FC Koln,RB Leipzig,-1,-1,H
5346,D1,2017,2017-08-20,Schalke 04,RB Leipzig,-1,-1,H
5347,D1,2017,2018-03-12,Stuttgart,RB Leipzig,-1,-1,H
5348,D1,2017,2018-05-12,Hertha,RB Leipzig,-1,-1,H
5349,D1,2017,2017-12-13,Wolfsburg,RB Leipzig,-1,-1,H
5350,D1,2017,2018-01-22,Freiburg,RB Leipzig,-1,-1,H
5351,D1,2017,2017-09-20,Augsburg,RB Leipzig,-1,-1,H
5352,D1,2017,2018-02-19,Ein Frankfurt,RB Leipzig,-1,-1,H
5353,D1,2017,2017-11-19,Leverkusen,RB Leipzig,-1,-1,H
5354,D1,2017,2018-04-02,Hannover,RB Leipzig,-1,-1,H
5355,D1,2017,2017-09-10,Hamburg,RB Leipzig,-1,-1,H
5356,D1,2017,2017-10-29,Bayern Munich,RB Leipzig,-1,-1,H
5357,D1,2017,2017-12-03,Hoffenheim,RB Leipzig,-1,-1,H
5358,D1,2017,2017-10-15,Dortmund,RB Leipzig,-1,-1,H
5359,D2,2017,2017-11-20,Nurnberg,Kiel,-1,-1,H
5360,D2,2017,2018-02-12,Kaiserslautern,Kiel,-1,-1,H
5361,D2,2017,2018-01-29,Greuther Furth,Kiel,-1,-1,H
5362,D2,2017,2017-09-25,Duisburg,Kiel,-1,-1,H
5363,D2,2017,2018-04-30,Ingolstadt,Kiel,-1,-1,H
5364,D2,2017,2017-08-28,Regensburg,Kiel,-1,-1,H
5365,D2,2017,2017-10-16,Heidenheim,Kiel,-1,-1,H
5366,D2,2017,2017-12-11,Braunschweig,Kiel,-1,-1,H
5367,D2,2017,2018-04-16,Dresden,Kiel,-1,-1,H
5368,D2,2017,2018-03-12,Bochum,Kiel,-1,-1,H
5369,D2,2017,2018-05-06,Fortuna Dusseldorf,Kiel,-1,-1,H
5370,D2,2017,2018-02-26,St Pauli,Kiel,-1,-1,H
5371,D2,2017,2017-10-30,Darmstadt,Kiel,-1,-1,H
5372,D2,2017,2017-08-07,Union Berlin,Kiel,-1,-1,H
5373,D2,2017,2017-09-17,Erzgebirge Aue,Kiel,-1,-1,H
5374,D2,2017,2017-12-18,Sandhausen,Kiel,-1,-1,H
5375,D2,2017,2018-04-02,Bielefeld,Kiel,-1,-1,H
